Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
South Africa,2022,Malaria,Respiratory,6.08,0.44,5.07,36-60,Male,6082,62.4,2.18,5.44,Medication,38702,No,98.97,1885,1.92,41843,0.67,55.84
China,2023,Zika,Respiratory,17.92,3.61,2.03,0-18,Male,785680,55.13,3.37,9.45,Therapy,9460,Yes,94.37,3937,8.75,20274,0.66,33.74
Italy,2017,Polio,Respiratory,12.31,1.07,3.5,0-18,Male,28296,65.55,3.57,1.88,Medication,39304,No,69.55,1894,3.58,16088,0.62,37.04
Saudi Arabia,2018,Alzheimer's Disease,Respiratory,0.99,1.54,8.07,0-18,Male,776671,58.84,4.58,8.04,Therapy,1611,Yes,78.58,2990,3.28,47932,0.54,81.85
China,2019,Polio,Respiratory,18.58,5.83,6.14,0-18,Other,90713,88.54,3.58,0.87,Surgery,45793,Yes,86.63,1566,4.1,66372,0.52,88.79
South Africa,2019,Tuberculosis,Respiratory,3.95,12.98,8.84,36-60,Male,112245,93.39,4.44,0.64,Medication,6399,Yes,97.51,4998,8.87,53971,0.63,29.57
South Africa,2020,Zika,Respiratory,16.56,1.55,9.22,19-35,Other,979705,96.82,0.83,0.72,Therapy,12679,Yes,65.42,375,9.01,54332,0.87,79.71
Argentina,2022,COVID-19,Respiratory,1.15,8.04,3.93,0-18,Female,76867,95.79,3.37,4.27,Medication,30801,No,71.33,3407,4.79,37957,0.46,26.96
Indonesia,2017,Cholera,Respiratory,12.16,14.65,7.57,0-18,Other,395972,65.21,0.93,8.06,Medication,10522,Yes,57.03,1563,8.63,8187,0.78,29.92
Argentina,2022,COVID-19,Respiratory,3.04,3.11,4.88,19-35,Other,255709,62.77,3.43,4.52,Medication,46480,Yes,58.77,4993,2.41,27032,0.6,69.6
France,2021,HIV/AIDS,Respiratory,5.23,2.95,6.38,19-35,Male,451495,92.87,4.05,2.38,Medication,17813,Yes,86.12,4005,0.89,21046,0.79,60.5
Italy,2021,Leprosy,Respiratory,8.87,14.21,4.57,61+,Other,446964,70.18,4.44,9.9,Therapy,723,Yes,59.07,2019,5.24,59696,0.68,70.52
USA,2020,Malaria,Respiratory,5.16,0.82,4.3,36-60,Female,219458,91.97,3.9,7.99,Medication,44166,No,51.52,1863,5.46,11973,0.87,76.05
Saudi Arabia,2019,Rabies,Respiratory,7.2,6.69,4.5,36-60,Male,846264,66.87,4.74,3.88,Surgery,16313,Yes,90.07,823,6.29,55293,0.74,60.48
Germany,2022,Diabetes,Respiratory,16.91,13.52,4.81,36-60,Male,766403,76.58,3.73,9.39,Medication,23884,No,58.75,1432,4.91,49104,0.55,73.58
South Africa,2019,Hypertension,Respiratory,7.77,9.93,6.1,61+,Male,384259,91.09,1.96,6.66,Therapy,5754,Yes,57.85,2138,4.39,38906,0.59,41.74
USA,2019,Influenza,Respiratory,19.94,14,6.37,0-18,Other,759982,67.76,0.57,6.42,Medication,9723,Yes,65.99,3944,2.07,13225,0.76,72.98
Italy,2023,Cancer,Respiratory,19.3,7.8,4.38,61+,Other,499169,86.58,3.34,8.97,Surgery,11790,No,84.56,477,5.9,32805,0.71,42.03
Mexico,2019,Malaria,Respiratory,12.68,8.27,4.49,61+,Other,331042,71.27,4.05,5.6,Vaccination,27976,Yes,73.98,3663,5.04,16718,0.8,34.84
India,2018,Cholera,Respiratory,7.59,9.3,6.58,61+,Female,443839,60.28,3.18,8.95,Medication,24180,Yes,93.28,1729,0.29,91044,0.59,74.52
Germany,2020,Measles,Respiratory,13.18,10.95,0.14,36-60,Female,296931,54.86,1.54,0.78,Surgery,30570,Yes,62.76,552,5.47,6544,0.8,68.98
Canada,2018,Dengue,Respiratory,5.98,2.53,1.18,36-60,Male,120727,72.07,2.76,2.77,Surgery,47244,Yes,71.08,3711,5.78,30925,0.75,26.24
Nigeria,2019,Malaria,Respiratory,3.19,5.15,1.14,19-35,Other,416970,89.09,2.6,1.66,Surgery,7196,Yes,87.68,3026,0.39,59731,0.87,64.04
Argentina,2022,Cancer,Respiratory,6.53,13.53,0.64,19-35,Other,983489,65.55,4.52,8.55,Medication,8454,Yes,76.98,4585,7.87,28235,0.8,61.69
Australia,2017,Parkinson's Disease,Respiratory,12.47,1.49,1.33,19-35,Other,860494,81.71,1.96,1.06,Therapy,16211,No,90.44,1630,2.75,83937,0.75,79.34
Nigeria,2021,Leprosy,Respiratory,0.79,3.06,9.25,19-35,Female,678020,96.8,1.31,4.66,Surgery,29642,No,71.07,4902,8.06,6722,0.45,68.39
Italy,2018,Hepatitis,Respiratory,6.76,7.7,3.41,36-60,Female,417083,75.8,3.94,8.89,Surgery,38469,Yes,78.47,3233,5.12,75443,0.86,62
France,2021,Malaria,Respiratory,10.16,12.36,2.75,0-18,Female,883422,64.57,3.2,8.68,Therapy,24727,Yes,92.88,893,0.82,13764,0.52,28.34
Mexico,2021,Ebola,Respiratory,9.37,10.94,8.3,0-18,Female,125059,62.4,3.37,1.32,Therapy,11965,Yes,91.74,1464,2.42,19057,0.48,74.98
Japan,2018,Asthma,Respiratory,13.46,3.34,6.99,0-18,Female,652484,89.85,3.45,2.01,Therapy,31884,No,52.4,720,4.29,49822,0.78,87.42
UK,2021,COVID-19,Respiratory,3.71,6.89,0.84,0-18,Female,192154,58.41,0.5,7.97,Surgery,23513,No,72.31,4993,7.68,45130,0.69,48.77
USA,2021,Influenza,Respiratory,11.63,2.48,4.4,61+,Other,927820,69.98,4.67,5,Surgery,44659,Yes,84.87,2227,3.81,81409,0.85,38.34
Italy,2018,Parkinson's Disease,Respiratory,5.78,13.06,2.13,19-35,Female,685035,64.52,2.82,1.45,Surgery,6968,Yes,88.24,1269,6.32,63833,0.46,76.21
Indonesia,2017,Rabies,Respiratory,1.5,7.06,0.85,19-35,Female,64149,64.29,1.87,9.98,Vaccination,2166,No,57.19,3592,6.52,87156,0.86,21.69
USA,2023,Polio,Respiratory,0.8,3.96,8.46,36-60,Male,835878,77.66,1.82,9.08,Surgery,21107,Yes,80.66,268,5.41,15240,0.78,42.05
Indonesia,2019,Alzheimer's Disease,Respiratory,5.79,1.57,9.93,36-60,Other,711041,80.62,3.29,4.8,Surgery,45290,No,88.21,2881,6.84,21275,0.88,58.43
Mexico,2021,Tuberculosis,Respiratory,14.84,2.56,7.04,19-35,Male,821767,87.88,2.39,6.89,Vaccination,24279,Yes,72.79,3546,2.48,66904,0.48,53.12
Mexico,2019,Zika,Respiratory,3.77,8.74,5.16,61+,Other,38371,58.82,1.42,7.99,Surgery,48165,No,86.22,1508,7.74,36522,0.85,70.97
South Korea,2023,Rabies,Respiratory,6.97,5.59,2.4,19-35,Other,65387,58.55,4.2,9,Therapy,44412,No,54.27,3412,8.03,83658,0.89,55.7
Japan,2019,Zika,Respiratory,8.84,8.13,3.85,61+,Male,853922,89.93,0.75,7.55,Therapy,10591,Yes,52.04,2106,5.92,84406,0.76,81.95
Turkey,2021,HIV/AIDS,Respiratory,13.86,1.92,7.84,19-35,Other,446905,88.52,3.93,9.87,Vaccination,14709,Yes,79.81,84,9.25,92621,0.65,86.87
Turkey,2021,Hepatitis,Respiratory,16.26,0.24,7.76,19-35,Other,35071,65.48,1.38,7.51,Medication,44817,No,92.38,1605,1.36,80834,0.75,38.55
China,2023,COVID-19,Respiratory,18.22,9.29,4.78,61+,Male,83638,54.23,2.99,8.18,Medication,12507,Yes,50.24,221,6.67,41564,0.62,37.53
Germany,2022,Rabies,Respiratory,14.69,12.15,4.71,36-60,Female,71384,51.71,2.69,2.24,Medication,23359,Yes,63.6,3197,6.73,55997,0.82,61.05
Canada,2019,Measles,Respiratory,8.39,14.34,3.12,0-18,Male,880795,71.47,2.31,6.99,Medication,620,No,82.19,4561,8.82,83082,0.88,74.26
USA,2019,Hepatitis,Respiratory,19.03,12.85,4.04,0-18,Female,827611,93.76,2.83,2.57,Vaccination,45251,Yes,68.42,2894,8.79,77137,0.85,48.15
Australia,2022,Polio,Respiratory,5.01,5.8,0.4,0-18,Male,266784,97.24,2.46,3.57,Medication,3925,Yes,93.78,4678,3.37,55768,0.56,42.95
Argentina,2017,Dengue,Respiratory,7.54,8.41,5.91,0-18,Male,608213,65.14,0.57,8.21,Medication,11116,Yes,59.84,4035,2.84,88034,0.86,23.3
Nigeria,2020,Alzheimer's Disease,Respiratory,1.32,1.82,0.37,0-18,Male,903810,80.59,2.66,7.9,Therapy,359,No,52.07,1938,1,10028,0.41,33.06
USA,2020,Hepatitis,Respiratory,8.33,6.03,5.71,36-60,Other,422349,76.72,1.22,9.65,Therapy,15061,No,68.13,4930,6.35,10970,0.77,86.18
UK,2023,COVID-19,Respiratory,16.65,13.44,2.73,36-60,Female,450475,70.32,0.59,8.03,Vaccination,15553,Yes,65.95,2985,5.45,94469,0.72,27.64
Russia,2019,Zika,Respiratory,0.85,2.8,4.54,36-60,Female,201971,88.33,4.24,6.54,Medication,43642,No,90.67,4624,1.07,78719,0.63,68.56
Argentina,2022,Rabies,Respiratory,2.98,4.07,9.51,61+,Female,559474,52.84,4.39,5.89,Therapy,37304,No,60.64,4992,9.06,10707,0.71,75.76
France,2019,Zika,Respiratory,2.5,2.23,8.14,19-35,Male,357578,89.34,4.74,8.91,Vaccination,17482,Yes,98.79,3777,3.35,62707,0.41,67.33
Italy,2023,Alzheimer's Disease,Respiratory,10.12,3.01,9.65,0-18,Other,902676,68.19,2.39,7.7,Therapy,44348,No,51.18,441,9.01,18097,0.78,65.44
Australia,2022,COVID-19,Respiratory,6.78,1.83,5.86,61+,Other,932176,80.98,4.73,2.99,Therapy,23307,No,71.93,2695,1.67,82303,0.41,89.18
Turkey,2018,Parkinson's Disease,Respiratory,18.19,0.48,1.17,19-35,Male,386863,60.02,1.15,1.67,Surgery,8853,No,72.47,2972,9.2,45053,0.66,63.81
Saudi Arabia,2020,Ebola,Respiratory,5.32,6.82,2.01,0-18,Other,228475,71.94,0.67,7.69,Vaccination,22640,Yes,97.3,4000,0.68,63083,0.56,57.57
Turkey,2020,Alzheimer's Disease,Respiratory,8.67,8.74,6,19-35,Other,618079,54.57,0.82,2.82,Vaccination,32863,No,90.94,4846,4.52,83226,0.76,69.91
South Africa,2020,Malaria,Respiratory,8.27,13.8,8.07,36-60,Female,704443,78.1,4.29,2.49,Vaccination,28800,No,67.33,4668,7.45,41765,0.54,64.31
France,2023,Diabetes,Respiratory,12.52,9.76,5.37,0-18,Male,45124,54.67,3.42,2.66,Vaccination,1409,Yes,80.75,3773,7.21,64433,0.8,45.61
Saudi Arabia,2021,Hepatitis,Respiratory,15.17,4.61,9.72,19-35,Other,142743,57.29,3.82,8.44,Surgery,41906,No,52.37,349,2.53,4468,0.87,54.11
Saudi Arabia,2022,HIV/AIDS,Respiratory,15.26,14.4,9.24,19-35,Male,1390,70.01,3.46,9.44,Therapy,25444,No,83.36,1849,6.98,7569,0.62,62.29
Nigeria,2018,Influenza,Respiratory,7.43,3.92,2.02,61+,Male,118152,64.78,1.28,8.32,Surgery,40117,Yes,61.75,2479,7.67,8857,0.51,33.52
Japan,2019,Parkinson's Disease,Respiratory,11.91,6.03,4.16,0-18,Male,981308,68.62,2.21,4.93,Therapy,27349,No,57.04,2863,8.08,59280,0.43,40.15
UK,2021,Rabies,Respiratory,3.53,12.94,9.4,19-35,Other,50879,96.42,3.58,8.93,Surgery,28750,No,55.86,3389,4.33,64402,0.58,74.57
Canada,2017,Measles,Respiratory,18.04,13.41,1.62,0-18,Female,298464,56.14,4.51,2.77,Therapy,21483,Yes,58.71,1268,1.17,37648,0.81,63.62
Italy,2019,Rabies,Respiratory,7.31,13.88,9.5,19-35,Other,324525,80.89,2.54,8.28,Surgery,25246,No,95.15,4660,1.16,18118,0.7,52.46
Germany,2020,HIV/AIDS,Respiratory,18.59,10.95,1.48,0-18,Other,431126,69.61,0.62,7.18,Therapy,22687,Yes,68.11,2913,6.38,61237,0.81,84.28
USA,2018,Ebola,Respiratory,16.81,3.98,0.61,0-18,Other,236292,50.73,3.23,1.31,Vaccination,9851,No,94.62,2051,5.1,53781,0.64,49.43
Argentina,2020,COVID-19,Respiratory,8.36,10.13,7.57,0-18,Male,336123,59.01,2.11,6.62,Vaccination,30519,Yes,83.83,4886,9.9,90268,0.81,48.36
Germany,2020,Asthma,Respiratory,0.24,12.22,9.95,0-18,Other,757433,75.22,0.96,1.36,Surgery,26512,Yes,58.51,3741,7.5,70298,0.87,31.57
Australia,2019,Polio,Respiratory,3.74,7.89,1.22,19-35,Female,440231,87.42,4.7,2.16,Therapy,30642,Yes,50.73,4070,3.25,76844,0.72,77.81
South Korea,2023,Hepatitis,Respiratory,3.66,1.31,2.01,0-18,Male,783961,55.76,2.72,9.41,Vaccination,49790,No,94.87,4892,6.25,93993,0.75,80.57
Saudi Arabia,2018,Malaria,Respiratory,16.19,2.21,1.49,61+,Other,675961,84.19,1.53,1.46,Surgery,32078,Yes,56.65,3523,3.74,96806,0.74,45.08
Japan,2023,Asthma,Respiratory,19.67,4.14,0.45,36-60,Other,582507,67.22,4.18,7.12,Therapy,15190,No,91.45,2945,9.23,5847,0.44,81.36
Japan,2022,COVID-19,Respiratory,4.78,13.08,6.12,0-18,Female,349399,86.16,3.26,2.63,Surgery,39329,Yes,88.27,1865,6.71,12948,0.42,32.88
South Africa,2017,Diabetes,Respiratory,19.87,10.52,3.83,19-35,Other,104971,64.58,2.4,2.2,Vaccination,34324,No,89.49,918,2.84,55672,0.6,60.48
USA,2017,Polio,Respiratory,6.97,3.55,9.8,0-18,Other,898728,63.85,4.39,5.13,Medication,34491,No,78.63,1113,5.75,85804,0.44,70.59
Saudi Arabia,2021,Hepatitis,Respiratory,0.13,14.13,9.22,19-35,Other,780304,83.57,1.61,4.99,Therapy,33333,Yes,87.55,910,7.66,59240,0.55,61.56
Italy,2022,Parkinson's Disease,Respiratory,18.96,14.42,3.53,61+,Male,608262,72.14,2.48,9.17,Surgery,44115,Yes,75.17,3149,3.64,18528,0.44,52.55
France,2020,Hepatitis,Respiratory,15.94,7.8,0.56,0-18,Female,55913,92.43,0.75,9.72,Medication,43737,No,88.96,25,7.1,18820,0.83,56.39
China,2020,Hepatitis,Respiratory,14.31,4.82,1.27,19-35,Female,602515,90.92,0.56,6.11,Surgery,12242,Yes,55.74,1543,4.32,91625,0.85,77.82
Argentina,2020,Malaria,Respiratory,14.15,8.11,5.55,36-60,Female,483770,59.07,1.38,4.18,Vaccination,18758,Yes,70.9,348,5.32,66577,0.83,54.27
Australia,2018,Cholera,Respiratory,12.61,11.7,9.01,61+,Male,744366,69.36,1.49,2.37,Therapy,46073,Yes,66.59,4977,7.72,23046,0.74,68.63
Turkey,2017,Alzheimer's Disease,Respiratory,10.09,11.19,0.26,61+,Male,496625,54.65,2.12,9.07,Vaccination,25923,Yes,70.59,1780,4.47,79909,0.72,46.85
Saudi Arabia,2019,Asthma,Respiratory,1.79,9.35,3.26,19-35,Male,285983,99.34,3.22,7.13,Medication,15875,No,81.52,1042,3.85,64070,0.85,83.36
China,2018,Diabetes,Respiratory,7.02,0.71,9.48,61+,Other,85145,85.18,4.45,5.37,Therapy,15361,No,50.96,1398,9.38,67034,0.65,67.44
Argentina,2018,Zika,Respiratory,2.41,11.8,8.03,0-18,Other,363165,97.11,4.76,6.5,Medication,6853,Yes,75.77,2038,5.25,72905,0.83,69.04
UK,2021,HIV/AIDS,Respiratory,5.39,0.33,7.4,0-18,Other,973298,94.31,1.03,1.77,Medication,15780,Yes,60.17,412,8.08,93660,0.5,55.52
UK,2022,Zika,Respiratory,7.7,11.71,5.21,0-18,Other,589661,61.96,0.53,6.46,Vaccination,23704,No,84.76,3187,0.12,31012,0.83,54.16
Australia,2019,Asthma,Respiratory,18.16,0.55,1.47,61+,Male,566354,53.36,3.83,2.85,Medication,28589,No,85.84,3095,3.41,80217,0.82,50.48
USA,2020,Ebola,Respiratory,3.88,5.35,9.36,19-35,Other,995798,50.36,1.03,0.92,Therapy,11960,No,58.01,3137,9.47,62683,0.65,30.88
Germany,2019,Rabies,Respiratory,8.35,6.25,8.81,36-60,Male,69515,81.62,2.73,3.14,Therapy,7724,No,66.73,845,2.19,31918,0.48,24.57
India,2019,Zika,Respiratory,6.8,7.76,0.17,61+,Other,664110,60.96,1.82,5,Vaccination,30719,Yes,66.09,2860,3.91,3784,0.56,52.3
Saudi Arabia,2021,Cancer,Respiratory,11.15,6.15,7.38,19-35,Other,324168,80.15,3.23,5.47,Vaccination,34688,No,63.16,3793,9.35,79673,0.75,50.08
Saudi Arabia,2021,Influenza,Respiratory,18.14,9.79,3.8,61+,Other,967580,81.3,2.33,3.3,Therapy,18053,Yes,82.97,2330,7.31,10853,0.46,22.72
Australia,2018,Tuberculosis,Respiratory,11.97,14.3,1.42,36-60,Male,408686,78.05,4.06,5.67,Therapy,12790,No,63.05,2679,9.44,27046,0.61,65.13
South Africa,2020,Tuberculosis,Respiratory,19.32,13.49,9.38,19-35,Other,14791,72.28,0.69,3.82,Therapy,33418,Yes,52.67,3316,0.33,34170,0.89,54.28
China,2023,Malaria,Respiratory,9.66,8.22,6.96,0-18,Female,31654,79.95,2.72,4.52,Therapy,20539,Yes,88.57,892,3.79,50417,0.55,60.22
Argentina,2023,Zika,Respiratory,7.82,0.35,4.58,0-18,Female,283915,50.55,2.56,5.24,Therapy,31871,No,83.35,2836,8.56,41310,0.87,64.26
Canada,2022,Tuberculosis,Respiratory,8.17,6.45,2.62,19-35,Female,400766,50.46,2.04,6.83,Medication,1181,No,94.74,1917,8.86,53622,0.58,56.77
Canada,2020,Measles,Respiratory,16.6,5.95,8.02,19-35,Male,876748,62.73,2.13,5.36,Surgery,42907,Yes,84.45,931,9.17,74934,0.45,75.62
South Africa,2017,Cholera,Respiratory,4.83,2.45,0.82,19-35,Female,566240,61.57,3.16,3.54,Surgery,12300,No,56.7,2397,8.26,49484,0.49,31.67
Germany,2018,Malaria,Respiratory,12.46,7.76,7.55,36-60,Other,696581,88.14,1.39,4.28,Surgery,40021,No,73.83,2341,5.18,54042,0.74,25.7
Turkey,2019,Hepatitis,Respiratory,7.49,4.12,5.37,61+,Female,798899,76.43,3.54,0.69,Vaccination,48448,Yes,86.98,4708,8.83,14742,0.77,57.94
South Africa,2017,Cholera,Respiratory,7.93,9.81,2.69,36-60,Other,808577,51.35,2.9,3.48,Medication,41135,Yes,64.34,311,2.27,72256,0.84,86.62
Canada,2022,Diabetes,Respiratory,7.99,0.2,1.33,36-60,Male,911207,56.31,0.85,8.58,Medication,9755,No,56.48,4243,0.73,59906,0.58,87.45
Canada,2022,Hypertension,Respiratory,19.55,13.12,9.44,61+,Female,480420,91.73,2.05,7.38,Therapy,21914,No,65.41,2552,9.04,40910,0.44,32.7
Turkey,2023,Cholera,Respiratory,14.51,14.77,5.4,61+,Female,395761,56.47,4.31,1.4,Therapy,3286,No,84.29,2184,7.92,70861,0.71,67.52
Mexico,2018,Zika,Respiratory,13.09,8.75,6.32,36-60,Male,121327,58.68,1.75,5.39,Vaccination,31777,Yes,72.28,2809,2,97838,0.68,54.41
India,2023,Tuberculosis,Respiratory,7.83,5.03,7.56,0-18,Male,373665,70.69,3.21,7.77,Therapy,9996,Yes,83.64,2192,7.61,31387,0.56,31.92
India,2019,Asthma,Respiratory,14.74,4.13,6.45,19-35,Female,771217,51.62,4.78,7.56,Therapy,6064,Yes,57.48,4250,6.92,42453,0.89,32.97
Japan,2020,Dengue,Respiratory,18.48,2.94,3.81,36-60,Male,479593,71.1,3.38,9.02,Vaccination,14662,Yes,53.82,4709,9.4,72533,0.56,67.57
Turkey,2017,COVID-19,Respiratory,3.01,11.08,1.92,19-35,Other,245111,87.34,0.51,9.08,Surgery,40863,Yes,54.93,4166,9.23,30954,0.58,70.81
China,2018,Measles,Respiratory,0.26,12.97,9.69,0-18,Male,211019,51.23,1.54,8.14,Therapy,28436,Yes,52.74,1176,3.92,27169,0.43,27
Argentina,2018,Ebola,Respiratory,3.28,2.23,4.09,61+,Female,866952,56.3,4.05,6.28,Vaccination,2606,No,85.22,430,7.34,26422,0.6,82.06
Saudi Arabia,2021,Zika,Respiratory,19.82,14.42,2.34,19-35,Female,24507,99.39,3.22,8.67,Therapy,6894,No,88.24,3389,3.5,57373,0.74,39.81
Saudi Arabia,2022,Leprosy,Respiratory,19.55,12.71,6.78,19-35,Male,458726,95.93,1.85,0.66,Therapy,17494,No,55.29,4208,5.84,99262,0.49,24.71
India,2018,Rabies,Respiratory,14.96,9.54,8.25,19-35,Female,488328,93.33,3.7,9.17,Vaccination,23869,No,95.56,1997,5.45,67861,0.56,66.7
Mexico,2020,Ebola,Respiratory,3.46,4.92,8.87,19-35,Other,470193,82.05,3.77,2.18,Vaccination,41776,Yes,65.77,2890,5.19,55163,0.62,83.6
UK,2023,Dengue,Respiratory,16.59,4.4,1.93,36-60,Male,788231,92.38,1.07,2.06,Vaccination,35756,Yes,54.95,22,2.92,2866,0.87,21.61
Brazil,2019,Alzheimer's Disease,Respiratory,13.37,2.21,9.14,36-60,Male,908212,96.52,2.14,3.59,Therapy,31003,Yes,70.75,4168,4.11,96052,0.56,88.24
Saudi Arabia,2019,Tuberculosis,Respiratory,16.7,1.56,1.79,0-18,Male,145217,78.96,1.37,2.48,Vaccination,30976,Yes,96.85,3589,8.27,65504,0.82,21.53
South Korea,2019,HIV/AIDS,Respiratory,1.86,14.72,2.56,0-18,Other,831453,84.63,2.27,3.32,Therapy,25306,Yes,60.3,3607,5.2,11939,0.73,44.07
Argentina,2022,Influenza,Respiratory,11.47,13.08,3.44,0-18,Female,645506,66.6,2.52,6.49,Vaccination,25315,No,67.29,2011,0,57219,0.59,57.43
Mexico,2020,Diabetes,Respiratory,11.61,4.71,0.19,19-35,Other,830570,66.08,3.16,5.55,Medication,28885,No,74.36,3910,9.33,94510,0.75,61.94
Argentina,2019,Asthma,Respiratory,12.32,10.05,8.87,0-18,Male,727684,85.62,0.52,3.94,Surgery,46174,No,98.74,58,4.75,90289,0.53,51.66
South Africa,2018,Dengue,Respiratory,11.66,11.23,4.36,19-35,Other,366580,53.35,4.48,8.04,Vaccination,13358,Yes,54.41,170,2.81,28605,0.68,65.8
UK,2017,Parkinson's Disease,Respiratory,2.9,13.41,9.98,61+,Other,627690,93.06,0.79,1.83,Medication,49225,Yes,93.65,2772,1.52,71626,0.63,58.3
Saudi Arabia,2019,Influenza,Respiratory,5.99,10.49,6.99,36-60,Female,979920,80.74,2.53,1.28,Therapy,20968,No,89.26,3498,6.24,37620,0.62,70.88
China,2018,Malaria,Respiratory,17.01,14.9,1.56,19-35,Female,188295,98.84,4.31,9.5,Vaccination,7276,Yes,93.04,3394,0.41,22545,0.44,24.47
China,2019,Hepatitis,Respiratory,8.51,11.23,8.7,19-35,Other,375514,90.51,4.26,2.87,Therapy,11615,Yes,98.93,3684,9,76152,0.8,44.16
UK,2019,Diabetes,Respiratory,8.24,4.29,8.38,0-18,Male,37387,99,2.41,7.38,Vaccination,19288,No,82.38,3388,4.19,13760,0.78,89.42
India,2021,Zika,Respiratory,2.41,10.78,1.18,36-60,Male,556822,67.14,4.1,9.07,Medication,14024,Yes,76.77,3766,0.43,85400,0.6,29.09
Germany,2018,Malaria,Respiratory,9.33,8.13,4.7,61+,Male,847339,64.53,2.6,6.17,Therapy,3770,No,84.31,3738,5.53,90349,0.63,39.96
India,2022,Ebola,Respiratory,5.52,5.8,2.2,36-60,Other,608144,79.35,1.18,4.98,Therapy,33697,No,55.67,3164,6.15,85520,0.69,86.42
Turkey,2018,COVID-19,Respiratory,8.7,5.74,2.72,0-18,Male,33436,90.46,2.05,4.78,Vaccination,11970,Yes,76.75,1538,8.14,66827,0.44,76.26
Italy,2023,Dengue,Respiratory,15.58,11.68,8.32,0-18,Male,335297,95.56,0.94,7.68,Surgery,5607,Yes,79.33,1154,1.98,97693,0.58,73.41
South Africa,2021,COVID-19,Respiratory,16.84,1.76,2.45,0-18,Female,959349,50.42,3.99,4.63,Medication,10707,No,97.86,3852,4.2,64656,0.65,56.42
Russia,2021,Cholera,Respiratory,19.59,4.42,0.38,61+,Other,82888,53.33,3.95,2.37,Surgery,2912,No,91.99,1720,9.14,90009,0.42,84.83
Japan,2022,Measles,Respiratory,19.33,3.44,7.26,19-35,Female,913220,72.78,2.36,8.66,Medication,23752,No,97.22,4478,4.94,22210,0.76,41.21
Brazil,2020,Influenza,Respiratory,10.19,14.4,9.97,19-35,Other,901733,63.72,3.73,5.07,Therapy,41611,Yes,95.34,4323,6.35,38986,0.72,52.28
USA,2022,Tuberculosis,Respiratory,6.37,8.81,8.36,36-60,Female,405104,89.5,1.12,3.39,Vaccination,39694,Yes,95.69,2528,7.02,85609,0.72,27.13
South Korea,2017,Tuberculosis,Respiratory,8.97,3.56,8.78,0-18,Male,625821,55.37,1.82,8.63,Surgery,11464,No,65.11,2936,6.61,77126,0.88,77.72
Australia,2023,Cholera,Respiratory,5.9,12.37,0.98,61+,Other,127435,84.4,3.11,5.05,Therapy,24139,No,87.69,656,0.17,33529,0.67,34.57
India,2023,Ebola,Respiratory,0.52,5.29,4.48,0-18,Female,77433,95.23,2.99,4.9,Surgery,44046,No,60.7,2407,8.03,26835,0.65,52.22
China,2022,Cholera,Respiratory,10.3,5.34,0.85,19-35,Female,294533,54.84,2.07,6.34,Medication,36204,Yes,59.63,769,6.74,81383,0.83,49.27
France,2020,HIV/AIDS,Respiratory,9.05,8.16,2.87,0-18,Male,544871,63.79,3.11,7.33,Medication,10427,No,52.46,1859,5.77,11922,0.44,51.02
China,2018,Ebola,Respiratory,2.98,10.85,2.68,61+,Male,731706,92.85,2.16,8.9,Therapy,4936,Yes,73.7,1185,5.67,71489,0.62,55.02
France,2017,Zika,Respiratory,17.8,12.66,2.63,19-35,Male,100794,96.92,1.9,1.43,Surgery,45501,No,94.96,406,7.58,79083,0.88,89.66
China,2020,Asthma,Respiratory,5.87,13.15,1.58,19-35,Other,241683,98.19,1.91,9.17,Surgery,47934,No,91.08,3617,9.78,13309,0.51,71.55
France,2017,Influenza,Respiratory,7.7,0.64,6.86,0-18,Male,185876,62.27,1.99,0.93,Therapy,49159,Yes,92.53,3527,8.03,6225,0.41,60.17
Argentina,2023,Cholera,Respiratory,17.39,3.39,2.96,19-35,Other,631960,90.89,3.49,2.8,Medication,21402,Yes,71.7,3967,8.72,34001,0.81,87.78
South Africa,2020,Cancer,Respiratory,16.94,9.74,5.77,36-60,Other,361954,81.74,4.58,2.69,Surgery,38988,No,64.48,107,5.49,85161,0.47,34.44
India,2018,Zika,Respiratory,0.77,11.98,6.51,0-18,Male,687478,57.11,4.63,4.8,Surgery,36854,No,83.81,87,3.82,52913,0.66,42.45
Argentina,2019,Zika,Respiratory,13.69,11.71,4.91,19-35,Female,919414,81.7,2.9,3.98,Medication,36966,No,80.94,2876,5.87,52228,0.79,76.65
Indonesia,2023,Alzheimer's Disease,Respiratory,12.71,14.52,3.48,19-35,Other,954760,61.38,3.69,0.68,Therapy,4966,No,83.43,134,6.87,74235,0.68,67.66
Mexico,2022,Malaria,Respiratory,12.2,8.16,0.39,61+,Male,584535,81.89,3.35,9.65,Vaccination,2153,Yes,62.23,4364,3.03,51178,0.85,84.61
Brazil,2022,Zika,Respiratory,13.74,8.15,5.93,36-60,Male,774748,58.08,4.55,6.02,Vaccination,4414,Yes,68.45,4092,2.38,8170,0.61,25.08
